AGRUPADOR,CÓDIGO BARRAS,DESCRIPCIÓN ARTICULO,UNIDAD MANEJO,CÓDIGO BARRAS UNIDAD MANEJO,PALLETIZADO,CANTIDAD POR PALLET,ALTO,ANCHO,PROFUNDIDAD,VOLUMEN,PESO,DENSIDAD,RESISTENCIA,CONTAMINANTE,TIPODESPACHO,RECIPIENTE
,7.86211E+12,DIMCOFRUT DAMASCO DESHIDRATADO,12,1.78621E+13,0,100,20,30,50,0.03,12,400,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DIMCOFRUT DATILES SIN HUESO,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DIMCOFRUT NUEZ MARANON PELADA,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DIMCOFRUT DATILES DESHIDRATADOS,12,1.78621E+13,0,70,17.2,27,39.8,0.01848312,11.28,610.286,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DIMCOFRUT ARANDANOS ROJOS DESHIDRATADOS AZUCARADOS,24,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DIMCOFRUT NUEZ DE MACADAMIA SIN CASCARA,24,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CORFRUIT PASAS,24,2.78621E+13,0,150,18,26.4,28.8,0.01368576,5.12,374.111,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CORFRUIT NUECES PELADAS,30,2.78621E+13,0,150,16,23.2,24.8,0.00920576,1.54,167.286,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CORFRUIT ALMENDRAS PELADAS,30,2.78621E+13,0,150,15.8,23,24.6,0.00893964,1.56,174.503,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CORFRUIT UVAS PASAS,30,1.78621E+13,0,100,15.6,23,24.8,0.00889824,1.84,206.782,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CORFRUIT ARANDANOS ROJOS,30,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR CIRUELAS PASAS SIN SEM,24,1.78621E+13,0,40,24.4,29,37.2,0.02632272,5.53,210.084,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR PASAS,60,1.78621E+13,0,50,25.2,29.2,36.5,0.02685816,6.8,253.181,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR MIX ARANDANO/PECANA,24,,0,,24.2,29.8,36.8,0.02653869,3.26,122.839,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR MIX FRUTA DESHIDRATADA,24,1.78621E+13,0,50,25.2,28.8,37,0.02685312,2.44,90.864,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR ALMENDRAS AHUMADAS,24,1.78621E+13,0,,24.4,29.4,37,0.02654232,4.32,162.758,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR ALMENDRAS TOSTADAS/SAL,24,1.78621E+13,0,50,24.4,29.6,36.6,0.02643398,4.28,161.912,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR ARANDANOS DESHIDRATADOS,24,1.78621E+13,0,40,24.2,29,37,0.0259666,3.6,138.639,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR PISTACHOS,24,1.78621E+13,0,40,25,29.2,37,0.02701,2.1,77.748,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR NUEZ DE LA INDIA,24,1.78621E+13,0,50,25,29.2,36.6,0.026718,3.06,114.529,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR PECANAS ACARAMELADAS PICANTE,24,1.78621E+13,0,40,24.4,29,36.6,0.02589816,1.86,71.819,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DEL SUR NUEZ,24,1.78621E+13,0,40,28.2,33.2,41.6,0.03894758,6.74,173.053,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,ALME TROCITOS DE COCO HORNEADOS,24,2.78621E+13,0,100,26.8,24,28.2,0.01813824,1.42,78.287,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,PROMO ALME TROCITOS DE COCO HORNEADOS,4,1.78621E+13,0,100,23,21,24,0.011592,1,86.266,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,INCAS TREASURE UVILLA VITES,12,1.78621E+13,0,100,18.2,28.6,28.2,0.01467866,4.3,292.942,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,KARAY CHIPS MANZANA ROJA HORNEADA,24,1.78621E+13,0,50,16.8,31.2,47.6,0.02495001,0.96,38.476,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,KARAY CHIPS MANZANA VERDE HORNEADA,24,1.78621E+13,0,20,17.2,31.4,48,0.02592384,0.92,35.488,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,KARAY CHIPS PINA HORNEADA,24,1.78621E+13,0,50,16,31.6,47.4,0.02396544,1.36,56.748,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,KARAY CHIPS COCO HORNEADO,24,1.78621E+13,0,50,15.8,31.6,47.8,0.02386558,1.36,56.985,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,WARY COCO BITES COCO HORNEADO ORIGINAL,24,1.7868E+13,0,50,19.4,29.6,42.6,0.02446262,1.54,62.953,,,DESPACHO LOCAL ARTICULO,
,7.96602E+12,OH NUTS MUNCHIE CRUNCHIE MIX,12,9.7966E+13,0,50,15.6,20.6,25.6,0.00822681,2.58,313.608,,,DESPACHO LOCAL ARTICULO,
,7.96602E+12,OH NUTS CELEBRATION MIX,12,9.7966E+13,0,50,11.6,21,25.8,0.00628488,2.56,407.326,,,DESPACHO LOCAL ARTICULO,
,7.96602E+12,OH NUTS ROYAL MIX NUTS,12,9.7966E+13,0,50,24,24.6,26.6,0.01570464,2.66,169.376,,,DESPACHO LOCAL ARTICULO,
,60365,NUECES PELADAS TARRINA AKI,33,,0,124,28.6,34.4,51.2,0.0503726,8.88,176.286,,,DESPACHO LOCAL ARTICULO,
,60366,PISTACHOS TARRINA AKI,48,,0,124,20,30,50,0.03,9,300,,,DESPACHO LOCAL ARTICULO,
,60367,ALMENDRAS TARRINA AKI,33,,0,136,30,30,50,0.045,9,200,,,DESPACHO LOCAL ARTICULO,
,60369,CIRUELAS PEPA TARRINA AKI,23,,0,36,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,60372,CIRUELAS S PEPA TARRINA AKI,23,,0,36,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,60729,PASAS TARRINA GDE,12,,0,36,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,60778,NUECES TARRINA GDE,13,,0,36,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,60780,CIRUELAS PEPA TARRINA GDE,12,,0,36,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,69321,NUECES PELADAS GRANEL,1,7.86212E+12,0,50,25,30,40,0.03,10,333.333,,,DESPACHO LOCAL ARTICULO,
,69322,NUECES PELADAS TARRINA,55,,0,136,29,42,50,0.0609,9,147.783,,,DESPACHO LOCAL ARTICULO,
,69323,PISTACHOS GRANEL,1,,0,50,20,40,60,0.048,10,208.333,,,DESPACHO LOCAL ARTICULO,
,69324,PISTACHOS TARRINA,48,,0,60,29,42,50,0.0609,11,180.623,,,DESPACHO LOCAL ARTICULO,
,69325,ALMENDRAS GRANEL,1,,0,78,20,30,50,0.03,10,333.333,,,DESPACHO LOCAL ARTICULO,
,69326,ALMENDRAS TARRINA,40,,0,36,29,42,50,0.0609,13,213.464,,,DESPACHO LOCAL ARTICULO,
,69329,PASAS GRANEL,1,,0,104,30,42,50,0.063,10,158.73,,,DESPACHO LOCAL ARTICULO,
,69329,PASAS GRANEL,10,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,69330,PASAS TARRINA,33,,0,48,29,42,50,0.0609,14,229.885,,,DESPACHO LOCAL ARTICULO,
,69331,CIRUELAS PEPA GRANEL,1,,0,100,15,30,50,0.0225,10,444.444,,,DESPACHO LOCAL ARTICULO,
,69332,CIRUELAS PEPA TARRINA,23,,0,136,29,42,50,0.0609,16,262.725,,,DESPACHO LOCAL ARTICULO,
,69333,CIRUELAS SIN PEPA GRANEL,1,,0,100,15,30,50,0.0225,10,444.444,,,DESPACHO LOCAL ARTICULO,
,69334,CIRUELAS S PEPA TARRINA,23,,0,36,29,42,50,0.0609,16,262.725,,,DESPACHO LOCAL ARTICULO,
,69985,PASAS TARRINA AKI,33,,0,36,30,32.8,50.2,0.0493968,10.88,220.257,,,DESPACHO LOCAL ARTICULO,
,225815,EMPAQUE TARRINAS 250g,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,225816,EMPAQUE TARRINAS 500g,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,225818,EMPAQUE FUNDAS 500g,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,29000016651,PLANTERS NUECES MEZCLADAS,12,1.0029E+13,0,117,8.8,31.2,42.4,0.01164134,4.26,365.937,,,DESPACHO LOCAL ARTICULO,
,70450012052,#NAME?,12,1.00705E+13,0,100,25,25,35,0.021875,7,320,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA MARANON SAL,18,7.70241E+12,0,240,16.2,14.6,22.4,0.00529804,0.86,162.324,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA MIX MANI&NUECES,24,7.70241E+12,0,360,16.4,14.4,22,0.00519552,1.12,215.57,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA MIX FRUTOS TROPICALES,24,7.70241E+12,0,240,16.6,14.6,22,0.00533192,1.12,210.055,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA MIX FRUTOS TROPICALES,12,,0,120,8.4,29.6,33.6,0.0083543,2.18,260.943,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA MACADAMIA,24,7.70241E+12,0,240,13.6,16.6,23.2,0.00523763,1.4,267.296,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA ARANDANOS,24,,0,250,14.4,16.8,22.8,0.00551577,0.94,170.42,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA ARANDANOS,12,9.77024E+13,0,200,8.6,29.8,33.2,0.0085085,2.18,256.214,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA MIX MANI MAIZ Y NUECES,12,9.77024E+13,0,200,8.8,30.2,32.4,0.00861062,2.44,283.37,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA MIX ORIGINAL,12,9.77024E+13,0,200,9,29.8,33.2,0.00890424,2.8,314.456,,,DESPACHO LOCAL ARTICULO,
,7.70241E+12,MANITOBA MIX ORIGINAL,24,7.70241E+12,0,240,16.4,14.6,22.2,0.00531557,1.36,255.852,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,PASAS PREMIUM SPMX,50,,0,30,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,CIRUELAS S/SEMILLA SPMX,50,,0,30,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,44695000143,FACUNDO DURAZNOS MITADES,24,1.00447E+13,0,40,24.8,31.6,41.6,0.03260108,23.52,721.448,,,DESPACHO LOCAL ARTICULO,
,44695002918,FACUNDO COCKTAIL DE FRUTAS,24,1.00447E+13,0,32,24.4,31.4,41.2,0.03156579,23.24,736.24,,,DESPACHO LOCAL ARTICULO,
,44695003526,FACUNDO PINA RODAJAS,24,1.00447E+13,0,60,23.8,26.4,35.4,0.02224252,16.72,751.713,,,DESPACHO LOCAL ARTICULO,
,4.4695E+11,FACUNDO DURAZNOS EN MITADES,24,1.00447E+13,0,72,12.2,31.2,46.4,0.01766169,12.22,691.893,,,DESPACHO LOCAL ARTICULO,
,7.79058E+12,ARCOR COCTEL FRUTAS,12,3.77906E+13,0,72,12.6,31.2,41,0.01611792,11.56,717.214,,,DESPACHO LOCAL ARTICULO,
,7.79058E+12,ARCOR DURAZNOS,12,3.77906E+13,0,80,12.6,31.4,41,0.01622124,11.82,728.674,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB DURAZNOS EN ALMIBAR,24,3.7861E+13,0,60,22.8,24.2,31,0.01710456,12,701.567,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB DURAZNO CUPS,12,2.7861E+13,0,60,20,26.2,34,0.017816,6.34,355.859,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB COCTEL DE FRUTAS,12,2.7861E+13,0,150,19.8,26.4,33.6,0.01756339,6.6,375.781,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB DURAZNO MITADES,12,2.7861E+13,0,80,12.8,31.2,41.2,0.01645363,12.52,760.926,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB DURAZNO MITADES,6,1.7861E+13,0,100,18.2,32,47.2,0.02748928,20.74,754.475,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB PINAS ALMIBAR,24,3.7861E+13,0,60,24.6,28.6,35.8,0.02518744,16.72,663.822,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB PINAS EN CUBOS,24,3.7861E+13,0,44,24.6,28.2,35.8,0.02483517,16.74,674.044,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB PINAS RODAJAS,24,3.7861E+13,0,100,24.2,28,37.2,0.02520672,16.58,657.761,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB PINAS ALMIBAR S/AZUCAR,12,2.7861E+13,0,60,13.6,28,36.4,0.01386112,9.08,655.069,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,SNOB COCTEL FRUTAS,12,2.7861E+13,0,80,12.6,31.2,41.2,0.01619654,11.86,732.255,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,QAWI UVILLA EN ALMIBAR,12,1.7861E+13,0,50,21.8,23.4,30.2,0.01540562,8.52,553.044,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,QAWI COCKTAIL DE FRUTAS ANDINO,12,1.7861E+13,0,40,19,22.4,29.4,0.01251264,8.3,663.329,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,QAWI HIGOS ANDINOS EN ALMIBAR,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,QAWI UVILLAS + FRUTAS TROPICALES CON GALLETAS,12,1.7861E+13,0,150,25.8,26.4,37,0.02520144,3.98,157.927,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,QAWI COCKTAIL DE FRUTAS COME Y BEBE,12,1.7861E+13,0,150,25.6,28.2,38.6,0.02786611,4.3,154.309,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,QAWI UVILLITAS Y FRUTAS TROPICALES CON GALLETAS,15,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,QAWI ENSALADA DE FURTAS CON GALLETAS,15,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,GUSTADINA COCTEL DE FRUTAS,24,1.7861E+13,0,40,24.4,31.4,41.2,0.03156579,22.9,725.468,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,GUSTADINA DURAZNOS,24,1.7861E+13,0,50,24.2,31.4,42,0.03191496,23.54,737.585,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,RUBINO CEREZA ROJA,24,1.7861E+13,0,120,22,21,26.6,0.0122892,8.9,724.213,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,LOS ANDES DURAZNO MITADES,24,2.7861E+13,0,40,24.4,31.6,41.2,0.03176684,23.4,736.617,,,DESPACHO LOCAL ARTICULO,
,7.86103E+12,TOSCANA DURAZNOS EN MITADES EN ALMIBAR,24,1.7861E+13,0,60,12.4,31,45.4,0.01745176,12.28,703.653,,,DESPACHO LOCAL ARTICULO,
,7.86103E+12,TOSCANA DURAZNOS EN MITADES EN ALMIBAR,24,1.7861E+13,0,40,24.6,31.4,42,0.03244248,23.2,715.111,,,DESPACHO LOCAL ARTICULO,
,7.86103E+12,TOSCANA GUANABANA EN ALMIBAR,6,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86105E+12,TOCHY HIGOS EN MIEL,12,1.7861E+13,0,160,12.8,28.4,36.2,0.01315942,10.06,764.471,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,REAL DURAZNOS,12,2.78621E+13,0,64,12.4,31.4,41.4,0.0161195,11.76,729.551,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,REAL DURAZNOS,24,1.78621E+13,0,72,11.4,30.6,46.6,0.01625594,12.02,739.422,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DIMCOFRUT CEREZAS MARASQUINO,24,1.78621E+13,0,300,17.6,27,39.8,0.01891296,12.18,644.002,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DIMCOFRUT CEREZAS MARRASQUINO,12,1.78621E+13,0,300,14,27.4,35.6,0.01365616,9.94,727.876,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DIMCOFRUT DURAZNOS EN MITADES,24,1.78621E+13,0,40,24.6,31.4,41.6,0.0321335,23.1,718.875,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,MADE OF FRUTZ FRESA,12,3.78621E+13,0,170,12.8,23,32.6,0.00959744,3.5,364.68,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,MADE OF FRUTZ FRESAS,6,1.78621E+13,0,190,12,26.6,35.8,0.01142736,3.08,269.528,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,MADE OF FRUTZ DURAZNOS CUBITOS,6,1.78621E+13,0,100,11.8,26.8,35.6,0.01125814,3.06,271.803,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DON SANCHO PITAHAYA EN ALMIBAR,24,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,UPA TOMATE DE ARBOL ALMIBAR S/A,8,1.78621E+13,0,30,20.4,17.6,34.6,0.01242278,5.9,474.933,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,UPA FRUTOS DEL BOSQUE ALMIBAR S/A,8,1.78621E+13,0,30,19.4,18.2,34.2,0.01207534,5.88,486.942,,,DESPACHO LOCAL ARTICULO,
,7.86213E+12,PACK FREIFRUTS FRUTAS EN ALMIBAR,24,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,MI TIERRA UVILLA EN ALMIBAR,12,1.7868E+13,0,100,15.6,19.2,27,0.00808704,4.96,613.327,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,MI TIERRA BABACO EN ALMIBAR,12,1.7868E+13,0,50,15.6,18.8,27.2,0.00797721,5.04,631.799,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,MI TIERRA TOMATE DE ARBOL EN ALMIBAR,12,1.7868E+13,0,100,15.4,18.8,27.2,0.00787494,4.98,632.385,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,FREIFRUTS HIGOS EN ALMIBAR,24,1.7868E+13,0,40,14.6,35.6,54,0.02806704,21.38,761.747,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,FREIFRUTS TOMATE ARBOL EN ALMIBAR,24,1.7868E+13,0,40,14.6,35.8,54,0.02822472,19,673.168,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,FREIFRUTS FRUTILLAS EN ALMIBAR,24,1.7868E+13,0,40,12,29.4,43.6,0.01538208,9.96,647.506,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,FREIFRUTS BABACO EN ALMIBAR,24,1.7868E+13,0,40,14.8,35.4,53.8,0.02818689,19.2,681.167,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,CRAVINGS PURE DE MANZANA,24,1.7868E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,8.4101E+12,HELIOS CEREZAS ROJAS,12,1.84101E+13,0,300,7,22.6,30.4,0.00480928,3.62,752.711,,,DESPACHO LOCAL ARTICULO,
,8.4101E+12,HELIOS CEREZAS ROJAS,12,1.84101E+13,0,120,13.6,21.4,28.6,0.00832374,8.02,963.509,,,DESPACHO LOCAL ARTICULO,
,8.4101E+12,HELIOS CEREZA VERDE,12,1.84101E+13,0,300,5.8,21.8,30.2,0.00381848,3.76,984.685,,,DESPACHO LOCAL ARTICULO,
,8.4101E+12,HELIOS CEREZA VERDE EN ALMIBAR,12,,0,105,13.8,21.4,29,0.00856428,8.04,938.782,,,DESPACHO LOCAL ARTICULO,
,8.4101E+12,HELIOS CEREZA VERDE EN ALMIBAR,12,,0,105,13.8,21.4,29,0.00856428,8.04,938.782,,,DESPACHO LOCAL ARTICULO,
,8.4101E+12,HELIOS DURAZNOS EN MITADES SIN AZUCAR,12,,0,200,10,35,45,0.01575,8,507.936,,,DESPACHO LOCAL ARTICULO,
,324391,WASIL CEREZAS AL JUGO,24,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,3.30713E+12,JARDIN BIO PURE MANZANA Y VAINILLA BOURBON,6,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,3.47882E+12,JARDIN BIO PURE DE MANZANA Y PERA,6,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.70206E+12,ALFRESCO CEREZAS MARRASCHINO,24,4.77021E+13,0,200,12,20,31,0.00744,4,537.634,,,DESPACHO LOCAL ARTICULO,
,7.70206E+12,ALFRESCO CEREZAS MARRASCHINO,24,4.77021E+13,0,200,10.2,27,42.2,0.01162188,10.34,889.701,,,DESPACHO LOCAL ARTICULO,
,7.70206E+12,ALFRESCO CEREZAS MARRASCHINO,12,3.77021E+13,0,150,14.8,24.4,33.8,0.01220586,9.9,811.085,,,DESPACHO LOCAL ARTICULO,
,7.80131E+12,REGIMEL FRUTILLAS ENTERAS,24,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.80131E+12,REGIMEL PURE DE MANZANA,24,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.80131E+12,REGIMEL DURAZNO MITADES,24,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.80138E+12,DOS CABALLOS PURE DE MANZANA,24,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.80138E+12,DOS CABALLOS PERAS MITAD EN ALMIBAR,24,1.78014E+13,0,,24.6,31.4,41.6,0.0321335,23.14,720.12,,,DESPACHO LOCAL ARTICULO,
,7.80138E+12,DOS CABALLOS DURAZNOS MITADES.,24,1.78014E+13,0,1504,12.2,31.4,45.8,0.01754506,12.14,691.932,,,DESPACHO LOCAL ARTICULO,
,7.80138E+12,DOS CABALLOS DURAZNOS MITADES.,24,1.78014E+13,0,200,24.6,31.2,42,0.03223584,23.46,727.761,,,DESPACHO LOCAL ARTICULO,
,7.80138E+12,DOS CABALLOS DURAZNOS MITADES,6,1.78014E+13,0,49,18.6,32,48,0.0285696,21.34,746.947,,,DESPACHO LOCAL ARTICULO,
,7.80138E+12,DOS CABALLOS COCKTAIL DE FRUTAS,24,1.78014E+13,0,40,23.4,31.4,41.4,0.03041906,23.86,784.376,,,DESPACHO LOCAL ARTICULO,
,7.80964E+12,EL VERGEL COCKTAIL DURAZNO/PERA/CEREZA E,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.80964E+12,EL VERGEL DURAZNOS EN ALMIBAR,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.80964E+12,EL VERGEL DURAZNOS REDUCIDO EN CALORIAS,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.80964E+12,EL VERGEL MANZANA SABOR A CANELA EN ALMI,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.80964E+12,EL VERGEL PERA EN ALMIBAR,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.DURAZNO EN MITADES.,24,1.7861E+13,0,40,24.4,31.4,41,0.03141256,23.48,747.471,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.DURAZNOS EN MITADES,24,1.7861E+13,0,242,24.6,31.6,41.4,0.0321827,23.82,740.149,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.COCTEL DE FRUTAS,24,1.7861E+13,0,40,23.8,31.2,42.6,0.03163306,23.74,750.48,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.COCTEL FRUTAS EN ALMIBAR,24,1.7861E+13,0,64,24.4,32.2,41.4,0.03252715,23.56,724.317,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.DURAZNOS EN MITADES,24,1.7861E+13,0,44,23.8,27.4,35,0.0228242,16.78,735.184,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.DURAZNOS EN MITADES,24,1.7861E+13,0,44,24,26.8,35.2,0.02264064,16.64,734.961,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,LO.DURAZNOS EN ALMIBAR,24,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,LO.COCTEL DE FRUTAS,24,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.DURAZNOS EN MITADES,24,1.7861E+13,0,,23.4,23.8,31.4,0.01748729,12.12,693.074,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.DURAZNOS EN MITADES,24,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SXL.DURAZNOS EN MITADES,6,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,69175,TOQUE VAINILLA/CHOCOLATE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,46214220209,MERBA GALLETA APPLE PIE,20,1.00462E+13,0,50,17.2,25.8,39.2,0.01739539,4.7,270.186,,,DESPACHO LOCAL ARTICULO,
,46214230208,MERBA GALLETA BROWNIE,20,1.00462E+13,0,50,17.2,26,39.4,0.01761968,4.66,264.476,,,DESPACHO LOCAL ARTICULO,
,46214930207,MERBA GALLETAS RAINBOW,22,1.00462E+13,0,50,15.8,30,39.4,0.0186756,3.94,210.97,,,DESPACHO LOCAL ARTICULO,
,77975022177,SNYDERS MINI PRETZEL,30,4.0078E+13,0,90,16,28.8,38.4,0.01769472,1.78,100.594,,,DESPACHO LOCAL ARTICULO,
,77975034095,SNYDERS STICKS,12,1.07798E+13,0,50,26.8,31.2,40.4,0.03378086,3.68,108.937,,,DESPACHO LOCAL ARTICULO,
,77975034101,SNYDERS MINI PRETZEL,12,1.07798E+13,0,60,27.4,31.8,41.2,0.03589838,3.6,100.283,,,DESPACHO LOCAL ARTICULO,
,77975034118,SNYDERS SNAPS,12,1.07798E+13,0,60,25.6,27,40.2,0.02778624,3.58,128.84,,,DESPACHO LOCAL ARTICULO,
,6.5848E+11,SANISSIMO TOSTADAS DE MAIZ,28,1.06585E+13,0,40,26.4,30,49.8,0.0394416,5.38,136.404,,,DESPACHO LOCAL ARTICULO,
,4.00152E+12,GRIESSON DUO KEKS KAKAO,20,4.00152E+12,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,4.00152E+12,GRIESSON DUO KEKS KAKAO MINI,18,4.00152E+12,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,4.00152E+12,GRIESSON SOFT ORANGE CAKES,12,4.00152E+12,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
