CODIGOARTICULO;CODIGOCLASIFICACION
282534;6759
282536;6759
282536;6759
282537;6759
282537;6759
282567;1117
282568;1117
282569;1117
282571;1117
282572;1117
282573;1049
282574;1049
282575;1049
282576;1049
282684;1085
282685;1087
282686;3046
282687;3046
282695;3046
282696;3046
282697;3046
282698;3046
282699;3046
282700;3046
282701;3046
282760;1026
282761;1026
282762;1026
282763;1026
282764;1026
282765;1026
282766;1026
282768;1026
282769;1026
282772;1026
282774;1026
282775;1026
282776;1026
282780;1026
282781;1026
282782;1026
282783;1026
282784;1026
282785;3111
282786;3111
282787;3111
282788;3111
282789;3111
282791;3111
282792;3014
282794;3014
282795;3014
282796;3014
282797;3014
282798;3014
28281;1606
28295;1606
28312;1606
28326;1606
283305;4139
283307;4105
283308;4139
283309;4139
283310;4163
283311;4163
283314;4139
283315;4138
283316;4163
283317;4127
283321;4139
283322;4139
283323;4139
283324;4105
283325;4139
283326;4139
283327;4163
283328;4105
283329;4105
283330;4131
283331;4131
283332;4131
283333;4141
283334;4163
283335;4163
283336;4163
283337;4163
283338;4139
283339;4105
283340;4105
283342;4127
283344;4163
283345;4163
283348;4163
283349;4163
283350;4131
283351;4131
283352;4141
283353;4131
283354;4163
283355;4163
283356;4163
283357;4163
283358;4127
283359;4127
283360;3111
283361;4141
283362;4141
283363;4139
283364;4105
283365;4163
283366;4163
283367;4141
283369;4141
283370;4141
283371;4141
283373;4105
283374;4139
283375;4163
283376;4163
283377;4163
283378;4163
283379;4141
283381;4105
283382;4163
283383;4163
283384;3111
283409;3105
283410;3105
283414;3025
283415;3025
28348;1606
28357;1606
28358;1606
28359;1606
28360;1606
28361;1606
284303;1068
284304;1068
284305;3030
284306;3030
284308;1068
284309;6516
284310;1068
284311;1068
284313;6516
284315;6516
284318;6516
284321;1068
284322;1068
284323;1068
284327;1068
284328;1068
284376;4138
284377;4138
284379;1068
284380;1068
284381;1068
284382;1068
284383;1068
284384;1068
284386;1068
284387;1068
284388;1068
284389;1068
284390;1068
284391;1068
284392;1068
284396;1030
284398;1030
284399;1030
284401;1030
284405;1030
284406;1030
284407;1030
284408;1030
284409;1030
284410;1030
284411;1076
284413;1076
284414;1076
284415;1076
284416;1030
284417;1030
284418;1030
284419;1030
284420;1030
284427;1076
284431;1068
284432;1068
284433;1068
284434;1068
284436;1068
284437;1068
284439;1068
284440;1068
284442;1068
284443;1068
284444;1068
284445;1068
284447;1068
284448;1068
284449;3008
284450;3040
284451;3040
284452;3008
284453;3040
284454;3040
284457;3046
284462;3008
284464;3008
284465;3008
284470;3008
284471;3008
284472;3008
284473;3008
284474;3008
284475;3008
284476;3008
284477;3008
284478;3008
284480;3008
284485;3008
284486;3008
284487;3040
284488;3008
284489;3040
284490;3008
284507;3033
284508;3033
284509;1042
284896;3020
284897;3020
284898;3020
284899;3020
284900;3020
284901;3020
284902;3020
284903;3020
284904;3020
284905;3020
284906;3020
284907;1302
284908;1326
284942;1031
284947;1030
284949;1030
284951;1030
284952;1030
284953;1031
284954;1031
284957;1030
284958;1030
284959;1031
284960;1030
284963;1031
284964;1031
284967;1031
284968;1030
284971;1031
284973;1031
284974;1031
284977;1031
284978;1031
284979;1031
284980;1031
284981;1031
284982;1031
284983;1031
284984;1031
284985;1031
284986;1031
284987;1031
284988;1031
284990;1031
284991;1031
284992;1031
284993;1031
284994;1031
284995;1219
284996;1219
284997;1225
28501;1606
285016;1040
285017;1040
285018;1040
285024;3040
285025;4126
285045;4126
285047;4126
285049;4126
285050;4126
285051;4126
285052;4126
285053;4126
285054;4126
285055;4126
285056;4126
285057;4126
285058;4126
285059;4126
285060;4126
285061;4126
285062;4126
285063;4126
285064;4126
285065;4126
285066;4126
285067;4126
285068;4126
285069;4126
285070;4126
285071;4126
285072;4126
285073;4126
285074;1126
285078;1126
285079;1126
285081;1127
285083;1126
285084;1126
285085;1126
285086;1126
285088;1127
285090;1126
285091;1126
285093;1126
285096;1126
285097;1126
285098;1126
285100;1126
285101;1126
285102;1126
285103;1126
285104;1126
285106;1127
285111;1126
285129;3044
285130;3029
285131;3029
285132;3029
285133;3029
285134;3029
285135;3035
285136;3046
285137;3042
285139;3046
285141;3019
285142;3018
285143;3019
285144;3019
285145;3019
285146;3018
285147;3018
285148;3019
285149;3019
285150;4139
285151;4139
285152;4139
285153;4139
285154;4105
285155;4127
285156;4127
285156;4127
285157;4127
285158;4131
285159;4131
285160;4131
285161;4131
285162;4131
285163;4131
285166;4139
285166;4139
285167;4139
285167;4139
285168;4139
285168;4139
285169;4105
285171;4139
285171;4139
285172;4139
285176;4145
285177;4145
285178;4139
285180;4139
285181;4119
285182;4119
285187;4139
285188;4105
285190;4119
285192;4131
285193;4139
285194;4105
285196;4119
285197;4115
285198;4123
285199;4123
285200;4115
285201;4123
285203;4123
285205;4123
285206;4123
285207;4123
285208;4123
285209;4123
285210;3009
285211;3009
285212;3017
285213;3017
285214;3017
285215;3017
285216;3017
285217;3029
285218;3021
285219;3021
285220;3021
285221;3041
285222;4140
285223;4140
28534;1606
285417;3004
285418;3004
285428;4127
285429;4127
285454;4127
285455;4163
285456;4119
285457;4139
285458;4139
285459;4139
285460;4139
285461;4139
285462;4139
285463;4139
285464;4105
285465;4105
285466;4105
285467;4105
285468;4105
285469;4105
285470;4105
285471;4163
285472;4163
285473;4163
285476;4105
285476;4105
285478;4131
285478;4131
285479;4131
285479;4131
285480;4131
285480;4131
285481;4119
285482;4145
285484;4139
285487;4139
285492;4139
285493;4145
285502;4131
285505;4139
285506;4163
285509;4139
285510;4131
285511;4119
285512;4119
285513;4131
285519;4145
285520;4145
285521;4145
285542;4139
285543;4139
285544;4139
285545;4131
285546;4139
285546;4139
285547;4139
285556;4127
285557;4127
285558;4127
285559;4127
285566;4127
285567;4127
285568;4127
285569;4127
285570;4127
285571;4127
285573;4139
285574;4145
285575;4139
285576;4139
285577;4139
285578;4127
285580;4139
285581;4139
285582;4139
285587;4139
285588;4139
285589;4139
285590;4139
285591;4131
285592;4131
285593;4131
285594;4163
285596;4139
285597;4119
285598;4119
285599;4131
285600;4139
285602;4139
285602;4139
285603;4139
285607;4105
285608;4105
285609;4105
285609;4105
285610;4105
285610;4105
285613;4105
285628;4145
285630;4145
285631;4145
285632;4145
285635;3109
285641;4127
285641;4127
285644;4127
285645;4127
285646;4127
285647;4127
285650;4127
285651;4127
285652;4127
285653;4127
285654;4127
285703;4124
28572;1606
28573;1606
285742;4139
285743;4139
285744;4139
285745;4139
285746;4139
285747;4105
285748;4105
285749;4139
285750;4139
285751;4139
285752;4139
285753;4139
285754;4131
285755;4131
285756;4131
285757;4131
285758;4131
285759;4131
285775;4127
285786;4124
285787;4127
285788;4127
285789;4127
285790;4127
285970;1009
285972;1009
285973;1009
285975;1009
285977;1124
285978;1124
285980;1022
285984;4138
285988;1022
285989;1124
28599;1606
285990;1124
285991;1124
285992;1124
285993;1124
285994;4114
285995;4114
285996;4114
285997;4114
285998;1042
285999;1042
28600;1606
286000;1042
286001;1042
286002;1042
286003;4138
286004;4138
286005;4138
286006;1124
286007;1124
286008;1124
286009;1124
28601;1606
286010;4138
286011;4138
286012;1124
286013;1124
286014;1124
286015;1124
286016;1124
286017;1124
286018;1124
286019;1124
28602;1606
286020;4114
286021;4138
286022;4138
286023;4138
286024;4138
286025;3013
286026;3013
286027;3013
286029;3013
28603;1606
286030;3029
286031;3013
286033;3029
286034;3029
286035;3029
286036;3013
286037;3013
286038;3029
286039;3013
28604;1606
28605;1606
28606;1606
28607;1606
28608;1606
28609;1606
28610;1606
28612;1606
28646;1606
28649;1606
28651;1606
286530;1302
286531;1302
286532;1302
286533;1302
286534;1302
286535;1302
286536;1302
286537;1079
286538;1079
286539;1079
286540;1079
286540;1079
286541;1079
286542;1079
286543;1079
286544;1079
286545;1079
286546;1079
286547;1079
286548;1079
286549;1079
286554;1063
286555;1079
286556;1079
286557;1079
286558;1079
286559;1063
286560;1079
286561;1079
286562;1079
286563;1079
286564;1079
286565;1037
286566;1079
286567;1037
286568;1037
286569;1037
286570;1079
286571;1079
286571;1079
286572;1079
286573;1037
286574;1079
286575;1079
286576;1079
286577;1079
286578;1079
286579;1063
286580;1079
286581;1037
286582;1037
286583;1037
286584;1037
286586;1037
286587;1079
286588;1079
286589;1079
286590;1068
286591;1068
286592;1068
286593;1068
286594;1068
286595;1068
286596;1068
286597;1068
286600;1068
286601;1068
286602;1068
286603;1068
286605;1068
28661;1606
286633;3102
286634;3102
286636;3102
286637;3102
286639;3110
286640;3106
286641;3110
286642;3110
286644;3110
286649;3110
286651;3038
286652;3046
286653;3104
286654;3104
286655;3104
286657;3102
286658;3102
286659;3102
286660;3102
286661;3102
286664;3024
286665;3102
286666;3102
286667;3102
286668;3102
286670;3102
286671;3102
286672;3102
286673;3102
286674;3102
286679;3104
286680;3106
286686;3110
286687;3110
286688;3102
286689;3106
286690;3104
286691;3110
286692;3110
286693;3104
286694;3110
286695;3110
286696;3110
286697;3110
286699;3110
2867;1036
286700;3110
286702;3104
286703;3102
286704;3102
286705;3102
286706;3102
286707;3104
286708;3104
286709;3110
286710;3046
286711;4146
286712;3110
286713;3110
286714;3112
286715;3110
286716;3110
286717;3108
286718;3104
286719;3104
286720;3110
286721;3110
286722;3110
286723;3110
286724;3110
286725;3110
286726;3110
286727;3110
286728;3110
286729;3108
286730;3108
286731;3108
286732;3102
286733;3102
286734;3102
286735;3102
286736;3104
286737;3024
286738;3024
286739;3108
286740;3108
286741;3108
286742;3108
286743;3108
286744;3108
286745;3110
286746;3110
286747;3038
286748;3110
286750;3110
286751;3110
286769;3106
286770;3106
286772;3106
286776;3110
286778;3110
286779;3110
286780;3110
286781;3110
286782;3110
286789;3110
286795;3110
286798;3110
286799;3104
286802;3104
286804;3104
286810;3024
286811;3024
286812;3024
286813;3024
286815;3024
286816;3014
286826;3030
286827;3030
286831;3028
286833;3018
286835;3018
286836;3018
286837;3028
286838;3028
286839;3028
286840;3018
286841;3018
286842;3018
286843;3018
286844;3018
286845;3018
286846;3018
286847;3018
286848;3018
286849;3018
286850;3018
286851;3018
286852;3018
286853;3018
286854;3018
286856;3018
286857;3018
286859;3018
286860;3018
286861;3028
286862;3018
286863;3028
286865;3028
28690;1606
2870;1036
2871;1036
28759;1606
28760;1606
28761;1606
28762;1606
28763;1606
28769;1606
28770;1606
28771;1606
28772;1606
28773;1606
28774;1606
28775;1606
28776;1606
28777;1606
28778;1606
28779;1606
28780;1606
28781;1606
28782;1606
28783;1606
28784;1606
28785;1606
28786;1606
28787;1606
28788;1606
28789;1606
28790;1606
28791;1606
28792;1606
28793;1606
28794;1606
28795;1606
28796;1606
28819;1606
288241;3005
288242;3005
288243;3005
288244;3005
288245;3005
288246;3005
288247;3005
288248;3005
288249;3005
288250;3005
288251;3005
288252;3005
288253;3005
288254;3005
288255;3005
288256;3005
288257;3005
288258;3005
288259;3005
288260;3005
288261;3005
288262;3005
288263;3005
28839;1606
288819;4140
288820;4140
288821;4140
288822;4140
288838;1002
288839;1002
288841;1002
288842;1002
288844;1002
288845;1002
288846;1002
288847;1002
288848;1002
288849;1002
288850;1002
288851;1002
288852;1002
288853;1002
288854;1002
288855;1002
288856;1002
288857;1002
288858;1002
288861;1002
288880;1002
288881;1002
288882;1002
288883;1002
288884;1002
288885;1002
288886;1002
288887;1002
288888;1002
288889;1002
288890;1002
288891;1002
288892;1002
288893;1002
288894;1002
288895;1002
288896;1002
288897;1002
288898;1002
288899;1002
288900;1002
288901;1002
288902;1002
288903;1002
288904;1002
288905;1002
288916;1002
288917;1002
288918;1002
288919;3029
288920;3029
288921;3029
288923;3019
288924;3019
288925;3019
288926;3019
288927;3019
288928;3019
288929;3019
288930;3019
288931;3019
288932;3019
288933;3019
288934;3019
288935;3019
288936;3019
288937;3019
288938;3019
288939;3019
288940;3019
288941;3019
288942;3019
288943;3019
288944;3019
288945;3019
288946;3019
288947;3019
288948;3019
288949;3019
288950;3019
288951;3019
288952;3019
288953;3019
288954;3019
288955;3019
288956;3019
288957;3019
288958;3019
288959;3019
28896;1606
288960;3019
288961;3019
288962;3019
288963;3019
288964;3019
288965;3019
288967;3019
288968;3019
288969;3019
288970;3019
288971;3019
288972;3019
288973;3019
288974;3019
288975;3019
288977;3019
288978;3019
288979;3019
288980;3019
288981;3019
288982;3019
288983;3019
288984;3029
288985;3029
288986;3029
288987;3031
288990;3029
288991;3029
288992;3029
288993;3029
288994;3029
288995;3029
288997;3019
288998;3019
288999;3029
289000;4127
289001;4127
289002;4127
289003;4127
289004;4127
289006;4127
289007;4127
289008;4127
289009;4127
289021;1117
289022;4115
289023;4115
289024;1117
289025;4115
289026;4121
289026;4121
289027;4121
289027;4121
289028;4115
289029;4177
289030;4115
289031;1117
289032;1117
289033;1117
289034;1117
289035;4121
289036;4121
289037;4115
289038;4115
289039;4115
289040;4115
289041;4115
289042;4121
289043;4121
289044;4121
289045;4121
289046;4121
289047;4115
289059;3012
289060;3028
289061;3012
289062;3012
289063;3012
289064;3012
289065;3012
289066;3012
289067;3040
289068;3040
289069;3040
289070;3040
289075;3010
289076;3010
289077;3010
289078;3010
289079;3046
289082;3018
289083;3028
289084;3028
289085;3028
289086;3028
289087;3028
289088;3028
289089;3028
289090;3016
289091;3016
289092;3016
289093;3016
289095;3012
289096;3016
289097;3016
289098;3016
289099;3016
289102;3018
289103;3018
289104;3018
289105;3018
289106;3018
289107;3018
289108;3018
289109;3018
289110;3028
289111;3016
289112;3016
289113;3016
289114;3016
289115;3016
289116;3028
289120;3034
289121;3018
289122;3018
289123;3018
289124;3018
289125;3018
289126;3018
289127;3018
289128;3028
28913;1606
289130;3028
289131;3032
289133;3028
289134;3040
289135;3040
289136;3008
289137;3028
289138;3012
289139;3012
289140;3028
289141;3028
289142;3028
289143;3016
289144;3016
289145;3040
289146;3028
289147;3020
289151;3040
289152;3028
289153;3028
289154;3016
289155;3016
289156;3012
289157;3012
289158;3012
289159;3012
289160;3012
289161;3012
289162;3012
289163;3020
289164;3016
289165;3016
289171;3028
289172;3028
289173;3028
289174;3040
289175;3040
289176;3040
289177;3040
289178;3040
289179;3040
289180;3040
289181;3028
289183;3040
289184;3040
289185;3040
289186;3028
289187;3028
289188;3018
289189;3016
289190;3016
289191;3028
289192;3040
289193;3040
289194;3028
289195;3028
289196;3018
289197;3018
289200;4126
289201;4126
289202;4126
289203;4126
289204;4126
289205;4126
289206;4126
289207;3040
289208;3020
289209;3020
289210;3020
289211;3020
289212;3020
289213;3020
289214;3020
289215;3040
289216;3040
289222;3018
289223;3028
289224;3028
289226;3018
289227;3028
289228;3018
289229;3018
289230;3012
289231;3012
289232;3028
289233;3028
289234;3020
289235;3020
289238;3020
289239;3020
289240;3028
289242;3028
289243;3028
289246;3028
289247;3028
289248;3028
289249;3028
289250;3028
289251;3028
289252;3028
289253;3010
289254;3018
289255;3018
289256;3018
289257;3018
289258;3018
289259;3018
289260;3018
28927;1606
289414;1050
289416;1050
289417;1083
289418;3109
289428;3047
289429;3047
289430;3047
2896;1000
289635;7017
289635;7017
289741;7017
28985;1606
290263;1030
290267;1030
290270;1191
290271;1191
290272;1137
290273;1137
290274;1137
290275;1137
290276;1137
290277;1137
290278;1191
290279;1191
290280;1191
290295;4121
290296;4121
290297;4121
290298;4121
290299;1149
290300;1149
290301;1149
290302;1149
290303;1149
290304;1149
290305;1149
290306;1149
290307;1149
290308;1149
290309;1117
290310;1117
290311;1065
290312;1065
290313;1065
290314;1117
290315;1149
290316;4121
290317;4121
290318;4121
29034;1606
2905;1000
290916;2063
290917;2063
290918;2063
290919;2063
290919;2063
290920;2063
290920;2063
290921;2063
290922;2063
290922;2063
290923;2063
290924;2063
290925;2063
290925;2063
290926;2063
290926;2063
290927;2063
290928;2063
290928;2063
290929;2063
290929;2063
290929;2063
290930;2063
290931;2063
290932;2063
290932;2063
290933;2063
290933;2063
290934;2063
290935;2063
290936;2063
290937;2065
290938;2065
290939;2065
290940;2065
290941;2065
290942;2065
290943;2065
290945;2065
290946;2065
290947;2065
290948;2065
290949;2065
29095;1606
290950;2065
290951;2065
290952;2065
290953;2065
290954;2065
29098;1606
290991;2063
290991;2063
290992;2063
290993;2063
290994;2063
290995;2063
290995;2063
290996;2063
290997;2063
290998;2063
290998;2063
290999;2063
290999;2063
29100;1606
291000;2063
291000;2063
291001;2063
291002;2063
291003;2063
291003;2063
291004;2063
291005;2063
291006;2063
291006;2063
291007;2063
291008;2063
291009;2063
291010;2063
291011;2063
291012;2063
291013;2063
291014;2063
291015;2063
291016;2063
291016;2063
291017;2063
291017;2063
291018;2063
291019;2063
291020;2063
291021;2063
291022;2063
291023;2063
291024;2063
291025;2063
291026;2063
291027;2063
291027;2063
29114;1606
29123;1606
29124;1606
29125;1606
29126;1606
29127;1606
29128;1606
29143;1606
29167;1606
29168;1606
29169;1606
29170;1606
29171;1606
29172;1606
29173;1606
29174;1606
29175;1606
29176;1606
29177;1606
29178;1606
29179;1606
29180;1606
29181;1606
29184;1606
29185;1606
29193;1606
29316;1606
29349;1606
29350;1606
29363;1606
29364;1606
29412;1606
29413;1606
29414;1606
29420;1606
29421;1606
29422;1606
29423;1606
29424;1606
29425;1606
29426;1606
29427;1606
29428;1606
29429;1606
29430;1606
29431;1606
29432;1606
29433;1606
29434;1606
29435;1606
29436;1606
29437;1606
29438;1606
29439;1606
29440;1606
29448;1606
29449;1606
29450;1606
29451;1606
29452;1606
29453;1606
29454;1606
29455;1606
29456;1606
29457;1606
29458;1606
29459;1606
29460;1606
29461;1606
29462;1606
29463;1606
29464;1606
29465;1606
29466;1606
29467;1606
29490;1606
29491;1606
29493;1606
29494;1606
29495;1606
29496;1606
29498;1606
29499;1606
29500;1606
29501;1606
29502;1606
29503;1606
29504;1606
29505;1606
29506;1606
29507;1606
29508;1606
29509;1606
29510;1606
29512;1606
29513;1606
29514;1606
29527;1606
29528;1606
29529;1606
29530;1606
29531;1606
29532;1606
29533;1606
29534;1606
29535;1606
29536;1606
29537;1606
29538;1606
29539;1606
29542;1606
29565;1606
295677;1031
295678;1031
295679;1031
295680;1031
295681;1031
295682;1031
295683;1031
295684;1031
295685;1031
295686;1031
295687;1031
29589;1606
29590;1606
29601;1606
296195;1017
296196;1017
296197;1017
296198;1017
296199;1017
296200;1017
296201;1017
296202;1017
296203;1017
296204;1007
296205;1007
296206;1007
296207;1017
296208;1017
296209;1017
296210;1007
296211;1007
296212;1007
296213;1007
296214;1007
296215;1007
296216;1007
296217;1007
296218;1068
296333;1068
296334;1068
296335;1068
296336;3030
296370;1068
296371;1068
296524;3015
296525;3015
296527;3015
296818;3015
296818;3015
296819;3015
296820;3015
296820;3015
296821;3015
296821;3015
296822;3015
296822;3015
296823;3015
296823;3015
296824;3015
296824;3015
296826;3015
296827;3015
296828;3015
296829;3015
2980;1036
2983;1036
29996;1093
29997;1093
301247;1068
301248;1068
301249;1068
301250;1068
301251;1068
301700;7017
301701;7017
3018;1036
30195;3047
31;1093
311660;3009
311661;3009
311663;3009
311670;1081
311671;1081
311672;1030
311673;1030
311674;1030
311675;1030
311676;1030
311677;1030
311678;1030
3132;2608
31443;1093
31444;1097
31445;1039
31446;1039
31447;1039
31448;1039
321375;6516
321376;6516
325724;4163
326547;3031
326548;3031
326585;1330
32795;1037
32796;1037
32798;1037
329398;3047
329399;3047
329976;1031
329977;1031
330528;1051
330529;1051
331031;1068
331032;1068
331033;3065
331034;3065
331034;3065
331035;3065
331036;3065
331132;1133
331133;1133
331134;1133
331135;1133
331136;1133
331137;1133
331138;1133
331139;1133
331140;1133
331141;1133
331142;1133
331143;1133
331144;1133
331146;1133
331147;1133
331148;1133
331149;1133
331150;1133
331151;1133
331152;1133
331153;1133
331154;1215
331156;1215
331157;1133
331157;1133
331158;1133
331158;1133
331159;1133
331159;1133
331160;1133
331160;1133
331161;1133
331161;1133
331164;1068
331168;4124
331541;3102
331543;3102
331544;3102
331545;3102
331546;3102
331547;3102
331548;3102
331549;3102
331550;3102
331551;3102
331552;3102
331553;3102
331554;3102
331555;3102
331562;3102
331563;3102
331564;3102
331565;3102
331566;3102
331567;3102
331570;3102
331571;3102
331572;3102
331573;3102
331574;3102
331575;3102
331576;3102
331604;3102
331605;3102
331606;3102
331607;3102
331608;3102
331609;3102
331610;3102
331611;3102
331613;3102
331622;3102
331623;3102
331624;3102
331625;3102
331626;3102
331627;3102
331628;3102
331629;3102
331630;3102
331631;3102
331632;3102
331633;4115
331758;1063
331759;1063
331760;1063
331762;1063
331779;1002
331780;1002
331781;1002
331782;1002
331783;1002
331784;1031
331785;1031
331840;1114
331841;1114
331842;1114
331843;1114
331844;1114
331845;1115
331846;1115
331847;1115
331848;1002
331849;1003
331850;1003
331851;1003
331852;1003
331853;1003
331854;1003
331855;1003
331856;1003
331857;1003
331858;1003
331859;1003
331860;1003
331861;1003
331862;1003
331863;1003
331864;1003
331865;1003
331866;1003
331867;1003
331868;1003
331869;1003
331872;1003
331873;1003
331874;1029
331876;1003
331877;1003
331878;1003
331879;1003
331880;1003
331881;1003
331882;1003
331884;1003
331885;1003
331886;1003
331887;1003
331888;1002
331889;1003
331890;1003
331891;1002
331893;1003
331896;1003
331897;1003
331898;1003
331899;1003
331900;1003
331901;1003
331902;1003
332008;1045
332010;1045
332012;1017
332013;1045
332014;1045
332015;1013
332016;1013
332019;1045
332020;1045
332021;1045
332023;1045
332026;1013
332027;1013
332028;1013
332029;1013
332030;1117
332031;1017
332033;1017
332034;1013
332035;1013
332036;1013
332037;1013
332038;1075
332039;1075
332040;1075
332041;1075
332042;1013
332043;1013
332044;1045
332045;1045
332046;1045
332047;1013
332048;1013
332049;1013
332050;1045
332051;1155
332052;1155
332053;1155
332054;1155
332055;1155
332056;1155
332057;1155
332058;1155
332059;1215
332060;1215
332061;1215
332062;1215
332063;1215
332091;1115
332092;1115
332093;1115
332094;1115
332095;1115
332096;1115
332097;1115
332098;1115
332099;1115
332119;1115
332120;1115
332160;1050
332161;1050
333376;3046
333378;3012
333379;3046
333380;3022
333381;3046
333382;4124
333391;3108
333392;3108
333393;3108
333394;3108
333571;1040
333572;1040
333573;1040
333574;1040
333575;1040
333576;1040
333577;1040
333577;1040
333578;1040
333579;1040
333583;1040
333584;1040
333585;1040
333587;1040
333588;1040
333589;1040
333590;1040
333591;1040
333592;1040
333593;1040
333594;1040
333595;1040
333596;1040
333600;1040
333601;1040
333602;1040
333605;1040
333607;1040
333608;1040
333609;1040
333610;1040
333612;1040
333616;1040
333617;1040
333619;4139
333620;4139
333621;4139
333622;1060
333623;1060
333624;4139
333625;4139
333626;4105
333627;1003
333628;4105
333629;1003
333630;1003
333631;1060
333632;4105
333646;1060
333654;1003
333655;1003
333656;1003
333657;1003
333658;1003
333659;1003
333660;1003
333661;1003
333662;1003
333665;1003
333671;4139
333672;4139
333673;4139
333674;4105
333675;4105
333676;4105
333679;1042
333681;4139
333682;4139
333683;4139
333684;4105
333685;4105
333686;4105
333687;4163
333688;4163
333689;4163
333691;4139
333692;4139
333693;4139
333694;4139
333695;4139
333696;4139
333700;1133
333700;1133
333701;1003
333702;1003
333703;1133
333703;1133
333704;1133
333704;1133
333705;1133
333705;1133
333706;1133
333706;1133
333707;1133
333707;1133
333709;4139
333710;4139
333711;4139
333712;1003
333713;1034
333714;1003
333715;1003
333716;4163
333717;4163
333718;4163
333719;1003
333720;1003
333721;1003
333722;1133
333722;1133
333724;4163
333727;1133
333727;1133
333728;1133
333728;1133
333729;1060
333738;1003
333739;1003
333740;1003
333742;1003
333743;1003
333744;1003
333745;1003
333746;1003
333747;1003
333748;4139
333749;4105
333750;4105
333751;4163
333752;4139
333753;1003
333754;1003
333755;1003
333756;1003
333757;1003
333758;1003
333759;1003
333760;1003
333761;1003
333762;1003
333763;1003
333764;1003
333765;1003
333766;1003
333767;1003
333769;1034
333770;1034
333771;1034
333772;1034
333773;1034
333774;1034
333775;1034
333781;1060
333784;4162
333785;4138
333786;4162
333787;4138
333788;4162
333789;1050
333790;1050
333888;1122
333889;1122
333892;1124
333893;1124
333894;1124
333895;1124
333896;1124
333897;1124
333898;1124
333900;1124
333901;1124
333902;1124
333904;1124
333905;1124
333910;1122
333913;1030
333914;1026
333915;1026
333916;1040
333917;1040
333918;1040
333919;1040
333920;1028
333922;1040
333923;1040
333924;1040
333925;1040
333926;1040
333928;1040
333929;1034
333930;1040
333932;1028
333933;1040
333935;1034
333939;1028
333940;1040
333942;1040
333943;1040
333944;1040
333948;1040
333958;1125
333959;1125
333960;1125
333961;1125
333962;1125
333963;1125
333964;1137
333965;1125
333966;1137
333967;1125
333968;1125
333969;1125
333970;1125
333971;1125
333972;1125
335525;6516
335526;6516
335528;3110
335653;1074
335654;1138
335655;1086
335656;1070
335657;1070
335658;1086
335659;3112
335660;3112
335661;3024
335664;3024
335665;3102
335666;3102
335667;3102
335668;3102
335669;3102
335670;3102
335671;3102
335672;3102
335673;3102
335674;3024
335675;3024
335676;3024
335678;3110
335679;3106
335680;3106
335681;3106
335682;3102
335683;3102
335684;3112
335685;3024
335686;3106
335687;3112
335688;3112
335689;3112
335690;3102
335691;3102
335695;3112
335702;1318
335704;1318
336099;1326
336100;1326
336101;1326
336102;1326
336127;3040
336128;3040
336129;3040
336130;3020
336131;3020
336132;3018
336133;3018
336134;3018
336135;3018
336136;3020
336137;3020
336138;3018
336139;3018
336140;3018
336141;3018
336142;3012
336143;3012
336144;3012
336145;3034
336146;3034
336147;3034
336148;3034
336149;3034
336150;3034
336151;3040
336152;3040
336153;3040
336154;3040
336155;3040
336157;3030
336158;3030
336159;3018
336160;3018
336161;3018
336162;3018
336163;3018
336164;3018
336167;3030
336168;3030
336169;3030
336170;3030
336171;3030
336172;3030
336173;3030
336174;3030
336175;3028
336176;3028
336177;3034
336178;3034
336179;3030
336180;3034
336181;3028
336182;3040
336183;3040
336184;3040
336185;3030
336186;3030
336187;3030
336188;3034
336189;3028
336191;3012
336193;3034
336194;3028
336195;3028
336199;3028
336200;3028
336208;4114
336209;3028
336210;3028
336211;3028
336212;3030
336213;3030
336216;3028
336218;3012
336219;3012
336220;3012
336221;3012
336364;1030
336365;1030
336367;4138
336368;1324
336369;1324
337753;1030
337754;1030
337755;1124
337756;1124
337757;1124
337758;1124
337760;1030
337764;1030
337765;1030
337767;1030
337768;1030
337770;1030
337771;1030
337772;3024
337773;3106
337775;3106
337776;3024
337777;3106
337778;3102
337780;3024
337781;3102
337782;3102
337783;3106
337784;3106
337785;3024
337786;3024
337787;3106
337788;3024
337792;1027
337793;1027
337794;1027
337795;1027
337796;1027
337797;1027
337798;3106
337799;3106
337802;3110
337810;4130
337811;4130
337812;4130
337813;4130
337814;4130
337815;4130
337829;1386
337830;1386
337831;1386
337833;1040
337841;1040
337842;1040
337843;1040
337844;1040
337845;1040
337846;1040
337847;1207
337848;1207
337849;1041
337850;1041
337851;1041
337852;1041
337853;1041
337854;1041
337855;1041
337856;1041
337857;1041
337858;1041
337859;1041
337860;1041
337861;1207
337862;1207
337863;1207
337864;1041
337867;4122
337875;1334
337876;1334
337877;1334
337878;1334
337879;1334
337880;1334
337881;1334
337882;1334
337883;1314
337884;1334
337885;1334
337886;1334
337887;1334
337888;1334
337889;1334
337890;1334
337891;1334
337892;1334
337893;1334
337894;1380
337896;1334
337897;1334
337898;1334
337899;1314
337900;1334
337901;1334
337902;1334
337903;1334
337904;1334
337905;1334
337906;1334
337907;1334
337908;1334
337909;1334
337910;1334
337911;1304
337912;1306
337913;1386
337914;1386
337915;1334
337916;1334
337917;1334
337919;1334
337921;1334
337922;1334
337928;3022
337930;3022
337932;3052
337935;4118
337944;1334
337945;1334
337946;1334
337947;1334
337948;1334
337949;1334
337950;1334
337951;1334
337952;1334
337953;1334
337954;1334
337955;1334
337956;1334
337957;1334
