CODIGOARTICULO;CODIGOCLASIFICACION
1209124;1024
1209127;1026
1209131;1032
1209148;4177
1209149;4177
1209150;4177
1209151;4177
1209152;4177
1209153;4177
1209154;4177
1209156;1038
1209160;1048
1209182;1068
1209184;1068
1209185;1068
1209187;1068
1209188;1068
1209239;4138
1209240;4104
1209241;4162
1209242;4162
1209243;4162
1209244;4138
1209245;4104
1209246;4162
1209247;4162
1209248;4138
1209249;4104
1209250;4162
1209254;3012
1209323;1704
1209324;1704
1209325;1704
1209327;1704
1209328;1704
1209330;1704
1209384;1026
1209571;3110
1209604;3110
1209827;1068
1209828;1068
1210847;1093
1210861;1093
1210862;1093
1210863;1093
1210864;1093
1210865;1067
1210866;1093
1210867;1093
1210868;1093
1210869;1007
1210946;1704
1210947;1704
1210948;1704
1210949;1704
1210950;6824
1210951;1007
1210952;1007
1210953;1093
1211410;1035
1211417;1095
1211420;1035
1211425;1035
1211426;1035
1211429;1035
1211430;1035
1211431;1035
1211434;1035
1211435;1035
1211438;1035
1211439;1035
1211440;1035
1211443;1035
1211444;1035
1211445;1035
1211446;1035
1211447;1035
1211448;1035
1211449;1035
1211450;1035
1211451;1035
1211452;1035
1211455;1068
1211456;1035
1211465;1035
1211541;1026
1211543;1052
1211544;1086
1211545;1028
1211550;6758
1211551;6758
1211552;6758
1211553;6758
1211554;6758
1211555;6758
1211556;6758
1211557;6758
1211573;3106
1211607;1096
1211608;1026
1211611;1096
1211612;1116
1211613;1096
1211616;1306
1211631;1096
1211873;1068
1211878;1096
1211961;1096
1212155;1044
1212162;4114
1212391;3020
1212434;3020
1212435;3020
1212488;3020
1212533;3020
1212540;1704
1212560;1124
1212620;1122
1212621;1122
1212924;1034
1212937;3034
1212938;3020
1212957;3020
1213108;1324
1213278;3102
1213279;3102
1213280;3102
1213294;1120
1213315;1114
1213651;4118
1213652;4118
1213653;4118
1213654;4118
1213655;4126
1213656;4118
1213657;4118
1214005;1124
1214187;4114
1214270;1190
1214273;1190
1214274;1190
1214277;1190
1214289;1338
1214793;3023
1214794;3023
1214893;1052
1214894;1002
1214907;1002
1214911;1002
1214915;1002
1214916;1002
1214973;1002
1214982;1052
1214987;1052
1215004;4114
1215005;4114
1215006;4122
1215007;4176
1215372;4138
1215373;4104
1215374;4104
1215375;4138
1215376;4138
1215377;4104
1215396;6824
1215397;6824
1215400;6824
1215484;4162
1215485;4138
1215501;1072
1215869;1026
1215870;1026
1215885;1704
1215886;1704
1215891;1704
1215892;1704
1215911;3008
1215913;3008
1215926;3028
1215927;3046
1215928;3028
1215929;3016
1215932;3018
1215933;3018
1215960;6858
1215963;6858
1215966;6858
1215967;6858
1215970;6858
1215975;6858
1215976;6858
1215977;6858
1215978;6858
1215979;6858
1215980;6858
1215981;6858
1215982;6858
1216200;1026
1216255;6758
1216442;3020
1216459;3020
1216460;3020
1216461;3020
1216464;6824
1216467;6824
1216486;6824
1216493;6824
1216505;3034
1216537;4138
1216538;4138
1217605;3110
1217610;3106
1217778;1092
1217781;1048
1217788;1036
1217797;6517
1217798;6517
1217799;6517
1217802;1148
1217803;1148
1217804;1030
1217805;1040
1217806;1040
1217891;1124
1217896;1124
1217901;1124
1217902;1124
1217906;1138
1217907;1138
1218070;6758
1218071;6758
1218075;6758
1218077;6758
1218079;6758
1218080;6758
1218085;1004
1218088;1004
1218098;1026
1218101;1026
1218102;3018
1218103;1121
1218104;1028
1218116;1121
1218119;1121
1218120;1121
1218121;1060
1218122;1026
1218145;1076
1218172;4139
1218173;4139
1218174;4139
1218240;1121
1218241;4139
1218259;1121
1218263;1121
1218264;1121
1218272;1121
1218277;1121
1218280;1121
1218283;1121
1218291;1121
1218296;1028
1218302;1121
1218307;1116
1218452;4118
1218453;4118
1218474;1087
1218476;1087
1218477;1007
1218501;1035
1218504;1061
1218505;1007
1218509;1007
1218512;1061
1218515;1007
1218641;1035
1218642;1035
1218653;4138
1218662;4138
1218664;4144
1218693;4138
1218694;4138
1218695;4104
1218696;4104
1218697;4138
1218698;4104
1218699;4162
1218700;4138
1218701;4104
1218702;4162
1218754;4126
1218755;4126
1218756;4126
1218757;4126
1218758;4138
1218759;4138
1218760;4138
1218761;4104
1218764;1124
1218765;1124
1218768;1124
1218789;1190
1218810;1190
1218813;1190
1218856;1114
1218859;1040
1218862;1704
1218871;1704
1218878;1704
1218879;1704
1218882;1704
1218883;1704
1218886;1704
1218887;1704
1218888;1704
1218902;1074
1218905;1074
1218908;1074
1218909;1074
1218934;1008
1218949;1048
1218950;4140
1219115;1035
1219116;1035
1219118;1035
1219119;1035
1219120;1035
1219121;1035
1219122;1035
1219191;1320
1219695;1068
1219696;1068
1219697;1704
1219698;1068
1219704;1704
1219752;1704
1219753;2080
1219754;1036
1219781;3106
1219782;3106
1219783;1026
1219858;1026
1219860;1034
1219861;4144
1219896;1030
1219901;1084
1219902;4114
1219925;1084
1219926;1084
1219927;1074
1219928;1074
1219929;1074
1219931;4118
1219932;4118
1219933;4118
1219962;1078
1219964;1040
1219966;1026
1219967;1016
1219968;1030
1219969;1030
1219970;1030
1219971;1092
1219972;1084
1219974;1060
1219976;1066
1219980;1704
1219981;1040
1219983;1040
1219985;1074
1219986;1704
1219987;1062
1219988;1704
1219989;1704
1219990;1704
1219991;1704
1219994;1016
1219995;1704
1219996;1704
1219997;1022
1219998;1022
1219999;1016
1220002;1024
1220003;1022
1220004;1022
1220005;1048
1220006;1028
1220007;1028
1220008;1016
1220009;1040
1220010;1040
1220011;1040
1220012;1040
1220013;3018
1220014;1032
1220015;1032
1220016;3018
1220017;1032
1220018;3018
1220019;3018
1220021;3018
1220022;3018
1220056;1040
1220057;1040
1220058;3018
1220059;3018
1220060;3018
1220061;3018
1220062;3018
1220063;3018
1220064;3018
1220066;1318
1220067;1061
1220068;1061
1220069;1061
1220071;1007
1220073;1038
1220085;1010
1220086;1010
1220087;1028
1220088;1028
1220089;1079
1220090;1079
1220092;1037
1220094;1079
1220095;1079
1220096;1036
1220097;1338
1220098;1338
1220151;1036
1220212;1036
1220251;1026
1220267;1116
1220268;4138
1220269;1116
1220271;1116
1220274;1034
1220275;1114
1220276;1114
1220277;3038
1220278;1124
1220279;3028
1220280;1028
1220281;1028
1220282;1028
1220283;1028
1220284;3028
1220285;1318
1220286;3028
1220287;4126
1220288;1007
1220289;1087
1220290;3028
1220292;1087
1220293;1007
1220294;3028
1220295;3028
1220296;3034
1220329;1087
1220330;1087
1220331;1067
1220332;1067
1220333;1067
1220334;1035
1220335;1035
1220336;1007
1220337;3018
1220338;3018
1220339;4126
1220340;4126
1220341;4126
1220342;4126
1220343;4126
1220344;4126
1220345;4126
1220360;1704
1220361;1704
1220362;1704
1220363;1704
1220364;1704
1220365;1704
1220398;1138
1220399;1122
1220400;1122
1220401;1122
1220402;1122
1220403;1120
1220404;1120
1220405;1120
1220406;1126
1220450;1116
1220452;1122
1220489;1120
1220490;1120
1220491;1120
1220494;4177
1220495;4177
1220496;4177
1220497;4177
1220498;1122
1220500;1009
1220501;1190
1220502;1028
1220506;4138
1220507;4138
1220510;1040
1220512;4118
1220513;4118
1220514;4126
1220520;6516
1220521;6516
1220533;4118
1220541;1012
1220542;1036
1220545;4118
1220546;4118
1220547;1096
1220548;1016
1220550;1010
1220551;1010
1220552;1032
1220553;1032
1220554;1032
1220555;1016
1220556;1094
1220557;1016
1220559;1030
1220560;1030
1220561;1030
1220562;1012
1220563;1012
1220564;1012
1220565;1012
1220566;1016
1220567;1016
1220572;1016
1220592;1016
1220593;1190
1220594;1012
1220596;1190
1220597;1016
1220600;1318
1220601;1318
1220622;1122
1220630;1124
1220631;1124
1220639;1016
1220643;1016
1220645;1016
1220646;1016
1220663;1016
1220723;1024
1220729;1068
1220751;1068
1220760;1036
1220765;1036
1220766;1190
1220769;1036
1220770;1190
1220771;1036
1220772;1190
1220773;1190
1220774;1062
1220775;1062
1220776;1096
1220808;1016
1220819;1016
1220820;1016
1220838;4118
1220839;4118
1220840;4118
1220841;4118
1220842;4118
1220843;4118
1220844;4118
1220845;4118
1221199;1310
1221200;1124
1221201;1120
1221207;1120
1221208;1152
1221210;3102
1221213;3102
1221214;3024
1221215;1190
1221216;1190
1221253;6824
1221254;6824
1221255;6824
1221258;3104
1221259;3104
1221260;3104
1221261;1034
1221262;1034
1221263;1034
1221766;1008
1221769;1008
1221781;1008
1221782;1008
1221783;1008
1221784;1008
1221849;1076
1221850;3018
1221950;3018
1221951;3018
1221952;3018
1221953;3018
1221954;3018
1221987;1092
1222124;1704
1222125;1704
1222126;1704
1222127;1704
1222128;1704
1222129;1704
1222130;1704
1222431;1041
1222501;3020
1222548;1116
1223052;1330
1223053;1330
1223061;1044
1223062;1044
1223063;1068
1223064;1068
1223065;1009
1223066;1009
1223690;1008
1223691;3030
1223711;1122
1223759;3020
1223762;3020
1224198;1006
1224359;1704
1224361;1704
1224362;1704
1224363;1704
1224366;1010
1224369;1010
1224859;1010
1224861;1010
1224863;1010
1224998;1010
1225000;1010
1225003;1010
1225006;1006
1225007;1010
1225009;1010
1225011;1010
1225013;1006
1225014;1010
1225020;1045
1225021;1009
1225144;1045
1225510;1009
1225792;1042
1225807;1042
1225813;1042
1225818;1042
1225879;1058
1225888;1058
1225909;1026
1225912;1030
1225914;1030
1225916;1030
1225918;1030
1225988;1068
1226000;1042
1226003;1036
1226010;1042
1226013;1072
1226026;1074
1226040;1038
1226119;1124
1226120;1124
1226121;1124
1226122;1124
1226123;1124
1226124;1124
1226147;1042
1226194;1304
1226202;1312
1226203;1306
1226306;1078
1226325;1078
1226327;6758
1226328;1126
1226329;1126
1226330;1126
1226332;1126
1226333;1092
1226340;6758
1226342;6758
1226344;6758
1226346;1318
1226347;6758
1226352;1318
1226448;1028
1226450;1030
1226451;1120
1226452;1704
1226453;1704
1226455;1704
1226456;1704
1226457;1028
1226468;1120
1226469;1120
1226470;1120
1226471;1004
1226500;1078
1226543;1122
1226673;1003
1226847;1068
1226869;1068
1226882;1078
1226884;1078
1226885;1036
1226886;4114
1226887;1036
1226888;1068
1226889;1036
1226891;1078
1226896;1044
122723;1016
122728;1016
1227300;1030
1227320;1062
1227322;1094
1227346;6759
1227348;6759
1227349;6759
1227351;1046
1227498;4176
1227499;3047
1227537;4176
1227538;3023
1227555;4162
1227556;1704
1227557;1704
1227558;1704
1227559;1704
1227560;1704
1227575;4144
1227627;1045
1227637;3020
1227648;4126
1227652;4126
1227653;1338
1227654;1338
1227719;1138
1227722;1124
1227723;1318
1227724;1312
1227725;1004
1227786;1338
1227787;1308
1227788;1004
1227790;1336
1227792;1004
1227794;1136
1227795;1136
1227800;1386
1227801;1386
1227802;1316
1227805;1138
1227807;1138
1227838;4114
1227839;4114
1227926;1318
1227935;1114
1227936;1008
1227937;1138
1227938;1008
1228029;2062
1228030;2062
1228031;2062
1228032;2062
1228033;2062
1228035;2062
1228036;2062
1228037;2062
1228038;2062
1228039;2062
1228040;2062
1228104;6824
1228105;6824
1228106;6824
1228107;6824
1228237;3032
1228241;3032
1228243;3032
1228244;3032
1228245;3032
1228247;3032
1228258;3040
1228309;3018
1228310;3018
1228311;3018
1228312;3018
1228313;3018
1228314;1027
1228315;1027
1228332;1027
1228386;1318
1228466;1318
1228535;1047
1228536;1047
1228537;1047
1228538;1047
1228559;1040
1228561;3018
1228562;3018
1228563;1016
1228565;1024
1228578;1040
1228581;1068
1228592;1028
1228630;1030
1228631;1030
1228632;1014
1228651;1092
1228652;1080
1228653;1080
1228654;1078
1228655;1040
1228656;4114
1228850;4118
1228854;4118
1228873;3020
1228874;3020
1228875;3020
1228929;1382
1229017;1318
1229030;3102
1229031;3102
1229066;3112
1229067;1046
1229068;3112
1229069;3112
1229070;3112
1229074;3028
1229075;3028
1229077;3028
1229080;3028
1229083;3028
1229118;3028
1229254;3028
1229266;3028
1229267;4118
1229268;4118
1229269;4118
1229270;4118
1229271;3028
1229272;3028
1229274;3028
1229298;3028
1229316;3028
1229320;3028
1229323;3028
1229502;4126
1229503;4144
1229504;4144
1229632;1142
1229635;1074
1229636;1142
1229642;1606
1229643;1606
1230;1000
1230057;1330
1230062;4118
1230064;1330
1230065;4118
1230066;3034
1230067;1190
1230081;3008
1230169;1046
1230250;1330
1230251;1330
1230258;1606
1230263;1318
1230265;1096
1230267;1096
1230269;1024
1230271;1024
1230272;1024
1230273;1024
1230274;1024
1230275;1024
1230277;1048
1230281;3034
1230285;1030
1230287;1704
1230290;1030
1230291;1704
1230293;1704
1230300;1704
1230302;1606
1230304;1704
1230308;1704
1230309;1704
1230311;1704
1230313;1704
1230324;1028
1230325;1028
1230326;1028
1230444;4118
1230501;1606
1230506;3038
1230507;3038
1230531;1606
1230537;1606
1230539;1030
1230541;1030
1230543;1030
1230544;1030
1230545;1038
1230546;1038
1230547;1088
1230548;1002
1230549;1026
1230553;1026
1230554;4118
1230555;1026
1230556;1026
1230590;1026
1230591;1026
1230595;1026
1230596;4138
1230597;1046
1230598;1000
1230599;1046
1230600;1000
1230601;1046
1230609;1046
1230610;1046
1230612;1046
1230613;1000
1230614;1046
1230615;1000
1230616;1046
1230617;1000
1230618;1046
1230621;1008
1230622;1008
1230623;1008
1230624;1008
1230625;1040
1230626;1008
1230627;1008
1230628;1606
1230629;1606
1230630;1606
1230631;1606
1230632;1080
1230633;1046
1230634;1046
1230635;1000
1230636;1016
1230638;1016
1230639;1000
1230640;4125
1230641;4125
1230643;4125
1230644;4125
1230647;3016
1230648;4125
1230649;4125
1230650;4125
1230651;4125
1230652;4125
1230653;4125
1230654;4125
1230660;4125
1230661;4125
1230662;4125
1230663;4125
1230664;4125
1230665;4125
1230666;4125
1230667;4125
1230668;1078
1230669;1040
1230670;1074
1230671;1074
1230672;1000
1230674;1046
1230699;1000
1230700;1074
1230701;1074
1230704;1000
1230707;1030
1230709;1046
1230711;1338
1230712;1030
1230713;1046
1230714;1330
1230715;1046
1230716;1606
1230717;1606
1230719;1318
1230720;1318
1230721;1318
1230722;1046
1230723;1046
1230724;1304
1230846;1046
1230847;1114
1230848;4176
1230856;1046
1230861;1036
1230870;1036
1230871;1000
1230876;1036
1230882;1092
1230883;1092
1230886;1046
1230889;1046
1230901;1000
1230905;1046
1230910;1000
1230913;1046
1230946;1000
1230947;1046
1230975;1704
1230987;1704
1231;1037
1231000;1704
1231001;1704
1231002;1704
1231003;1704
1231004;1704
1231137;1606
1231140;1606
1231142;1606
1231148;1136
1231155;1606
1231159;1000
1231160;1046
1231161;1000
1231162;1046
1231163;1000
1231169;1046
1231178;1000
1231192;1046
1231196;1000
1231201;1046
1231279;1114
1231298;1318
1231300;1606
1231305;1190
1231314;1190
1231374;1026
1231481;3112
1231483;3112
1231497;6824
1231509;1030
1231519;1072
1231697;4104
1231701;4104
1231702;4162
1231747;4138
1231753;3038
1231754;3038
1231755;3038
1231756;4122
1231768;1040
1231803;1606
1231928;1606
1231932;1606
1231933;1606
1232;1037
1232061;1606
1232068;1040
1232080;1304
1232083;1304
1232085;1040
1232088;1314
1232105;4130
1232106;4130
1232129;1606
1232192;1022
1232193;1040
1232196;1040
1232206;1314
1232209;1314
1232218;4140
1232219;4140
1232325;2080
1232326;4126
1232327;2080
1232333;2080
1232335;1606
1232337;2080
1232340;2080
1232344;2080
1232387;1074
1232494;1008
1232524;1018
1232554;1068
1232569;1068
1232570;1606
1232571;1606
1232598;1088
1232608;1088
1232624;1072
1232628;1072
1232635;1044
1232642;1312
1232643;1312
1232650;1312
1232651;1044
1232722;1044
1232723;1312
1232724;1018
1232725;1312
1232726;1040
1232727;1040
1232728;1040
1232729;1040
1232731;1026
1232733;1068
1232736;1312
1232738;1312
1232740;1086
1232793;1606
1232840;1068
1232841;1046
1232849;1314
1233;1037
1233013;1606
1233014;1330
1233016;1334
1233051;1334
1233053;1334
1233054;1340
1233055;1340
1233056;1340
1233057;4138
1233058;4138
1233063;1606
1233065;1606
1233107;1016
1233112;1010
1233113;1028
1233114;1032
1233123;1030
1233124;1086
1233125;1084
1233126;1060
1233127;1066
1234;1037
1234140;1316
1234205;1150
1234206;1150
1234207;1306
1234208;1306
1234215;1035
1234216;1040
1234217;1606
1234218;1040
1234219;1606
1234220;1606
1234221;3024
1234715;1034
1234716;1040
1234720;1076
1234721;1318
1234759;1076
1234770;3110
1234771;1076
1234772;1076
1234773;1076
1234774;1076
1234775;1028
1234776;1028
1234777;1028
1234778;1028
1234819;1606
1235;1045
1235406;1062
1235415;1062
1235899;1062
1235900;1000
1235902;1062
1235903;1046
1235993;1028
1235994;1606
1235995;1014
1235997;1014
1235998;1014
1236007;1046
1236187;1046
1236188;4118
1236189;4118
1236190;4118
1236191;4118
1236192;4118
1236206;1606
1236333;1032
1236337;1034
1236338;1086
1236339;1086
1236342;1606
1236345;1086
1236346;1086
1236396;1034
1236398;1034
1236399;1028
1236676;1074
1236681;1326
1236686;1338
1236687;1142
1236706;1334
1236707;1340
1236710;1340
1236713;1340
1236786;1704
1236929;1330
1236933;1606
1236938;1340
1236939;1314
1236941;1340
1236975;1340
1237137;1340
1237154;1314
1237176;1606
1237177;1314
1237178;1314
1237224;1334
1237299;1382
1237300;1094
1237301;1094
1237782;1314
1237783;1338
1237784;1076
1237786;3116
1237789;1606
1237801;3112
1237804;1314
1237805;3112
1237806;3112
1237807;3024
1237808;3024
1237809;3102
1237811;3016
1237812;3016
1237813;3016
1237814;3016
1237842;3016
1237843;3016
1237844;1606
1237845;3016
1237846;3016
1237847;3016
1237848;3016
1237849;3016
1237850;3016
1237851;1048
1237883;1606
1237926;1030
1237927;1030
1237928;1118
1237930;1142
1237941;1142
1237942;1606
1238002;1386
1238003;1060
1238005;1028
1238006;1028
1238007;1028
1238008;3102
1238009;3102
1238010;1068
1238017;1076
1238018;1314
1238175;1314
1238176;1190
1238177;1190
1238179;1016
1238180;1016
1238181;1016
1238182;1016
1238183;1606
1238184;1606
1238185;1380
1238186;1040
1238188;1338
1238189;1026
1238190;1606
1238191;1026
1238192;1606
1238193;1008
1238224;1008
1238225;1008
1238226;4138
1238227;4104
1238228;4162
1238229;4138
1238230;4104
1238231;4162
1238232;1338
1238233;1032
1238235;1068
1238237;1016
1238238;1016
1238239;1036
1238240;1036
1238241;1606
1238243;1010
1238244;1010
1238245;1010
1238246;1010
1238247;1010
1238248;1010
1238249;1080
1238250;1080
1238251;1080
1238252;1080
1238253;1016
1238373;1010
1238374;1010
1238375;1010
1238376;1010
1238378;1148
1238379;1148
1238380;1148
1238382;1606
1238383;1606
1238397;4118
1238398;4118
1238399;4118
1238400;6824
1238402;6824
1238417;1606
1238418;1606
1238436;1028
1238534;1046
1238536;1000
1238537;1310
1238538;1046
1238539;1330
1238544;1314
1238552;1330
1238557;1330
1238558;4118
1238616;6758
1238617;6758
1238618;6758
1238618;6758
1238619;6758
1238620;1606
1238621;1606
1238667;1606
1238668;1606
1238817;1340
1238927;1606
1238929;1606
1238930;1606
1238931;1606
1238932;1314
1238933;1314
1239054;1606
1239055;1338
1239056;1338
1239057;1087
1239059;1606
1239063;1338
1239068;1316
1239211;1336
1239214;1326
1239215;1606
1239217;1031
1239219;1606
1239220;1326
1239321;1330
1239322;1606
1239324;1030
1239325;3028
1239326;1030
1239329;1046
1239330;3034
1239333;3032
1239334;3032
1239335;1704
1239336;1704
1239343;1606
1239346;1606
1239347;1606
1239348;1606
1239349;1606
1239350;1606
1239351;1044
1239352;1606
1239353;1606
1239354;1606
1239355;1606
1239356;1606
1239357;1606
1239358;1606
1239568;1606
1239570;1606
1239571;1606
1239572;1044
1239579;3110
1239612;1606
1239613;3024
1239614;1326
1239616;3110
1239617;1606
1239618;1606
1239619;1606
1239621;1606
1239622;1606
1239713;1606
1239714;1606
1239883;1606
1240018;1040
1240019;1606
1240021;1606
1240022;1016
1240025;1016
1240026;1606
1240027;1016
1240028;1606
1240029;1606
1240031;1606
1240032;1606
1240034;1058
1240037;1058
1240039;1114
1240040;1606
1240041;3012
1240279;4130
1240300;1606
1240308;1606
1240312;1606
1240313;3044
1240318;1058
1240319;1058
1240320;1606
1240321;1606
1240322;1606
1240368;1606
1240373;1606
1240378;4127
1240379;1606
1240381;1606
1240382;1606
1240383;1606
1240384;1606
1240385;1606
1242165;1606
1242166;1606
1242167;1606
1242168;2064
1242169;1336
1242170;1028
1242176;1340
1242179;1382
1242180;1314
1242181;1382
1242182;1010
1242183;1010
1242184;1124
1242185;1340
1242186;1010
1242187;1606
1242188;1010
1242189;1010
1242190;1316
1242191;1010
1242192;1010
1242193;1010
1242194;1318
1242195;1136
1242196;1318
1242197;1136
1242199;1318
1242200;1124
1242201;1136
1242202;1606
1242203;3030
1242204;3102
1242205;1606
1242206;1606
1242207;1136
1242208;1126
1242209;1136
1242211;1136
1242212;1126
1242214;1136
1242216;1136
1242219;1606
1242223;1606
1242263;1318
1242276;1340
1242279;1340
1242284;1606
1242285;1606
1242286;1124
1242287;1124
1242288;1016
1242289;1016
1242290;1606
1242291;1016
1242292;1016
1242293;1016
1242294;1094
1242295;1606
1242296;1016
1242297;1606
1242298;1016
1242299;1606
1242300;1016
1242301;1606
1242302;1016
1242303;1016
1242304;1606
1242310;1306
1242312;1126
1242313;1318
1242314;1016
1242315;1016
1242318;1016
1242320;3018
1242323;1076
1242324;1606
1242325;1120
1242327;1120
1242328;1120
1242371;1318
1242372;1318
1242378;1606
1242379;1040
1242380;1040
1242381;1040
1242382;1606
1242397;1606
1242632;1606
1242675;1016
1243009;1606
1243010;1606
1243011;1606
1243012;1606
1243013;1606
1243014;1606
1243015;1606
1243016;1606
1243018;1016
1243019;1046
1243020;1046
1243032;1046
1243033;1046
1243034;1046
1243035;1046
1243036;1046
1243037;1046
1243038;1046
1243039;3040
1243040;1046
1243041;1606
1243043;1046
1243044;3040
1243046;1046
1243048;1046
1243051;1046
1243057;1046
1243058;1046
1243060;1046
1243061;1046
1243062;1046
1243079;1606
1243080;1046
1243080;1046
1243081;1046
1243082;1046
1243083;1046
1243087;1046
1243088;1046
1243089;1046
1243090;1046
1243092;1046
1243157;1046
1243160;1046
1243162;1046
1243164;1046
1243165;1046
1243166;1046
1243167;1046
1243168;1606
1243169;1606
1243170;1046
1243171;1046
1243172;1046
1243173;1046
1243174;1046
1243175;1046
1243176;1046
1243177;1046
1243178;1046
1243179;1046
1243180;1046
1243182;1606
1243183;1606
1243184;1606
1243185;1606
1243186;1046
1243187;1046
1243188;1046
1243189;1606
1243190;1046
1243190;1046
1243191;1046
1243191;1046
1243192;1046
1243192;1046
1243193;1046
1243194;1046
1243195;1046
1243196;1046
1243197;1046
1243198;1046
1243199;1704
1243200;1704
1243201;1704
1243202;3106
1243203;1704
1243204;1114
1243205;3106
1243374;1114
1243402;1114
1243403;1114
1243448;1606
1243549;3102
1243550;3102
1243551;1606
1243552;1606
1243553;1606
1243554;1606
1243559;1606
1243560;1606
1243628;1000
1243629;1046
1243634;1606
1243636;1027
1243638;1606
1243639;1606
1243646;1606
1243652;1606
1243654;1606
1243655;1606
1243656;1340
1243658;1340
1243659;1318
1243660;3108
1243661;1318
1243662;1318
1243665;1120
1243666;1120
1243667;1120
1243668;1606
1243669;1606
1243670;1606
1243671;1606
1243691;1025
1243692;1606
1243693;1606
1243694;1606
1243695;1025
1243696;1025
1243697;1025
1243698;1025
1243699;1025
1243700;1025
1243701;1025
1243702;1025
1243703;1025
1243704;1025
1243705;1606
1243706;1606
1243707;1606
1243853;1606
1244189;1606
1244192;1606
1244196;1606
1244197;1606
1244198;1606
1244209;1606
1244210;1606
1244211;1606
1244212;1606
1244242;1606
1244274;1606
1244275;1606
1244430;1000
1244431;1606
1244432;1030
1244433;1606
1244434;1606
1244435;1606
1244436;1606
1244437;1606
1244438;1606
1244439;1016
1244440;1016
1244441;1606
1244448;1606
1244450;1606
1244451;1606
1244456;4126
1244459;1606
1244468;1114
1244473;1302
1244483;1340
1244485;1340
1244488;1606
1244490;1606
1244491;1606
1244492;1606
1244493;1040
1244494;1040
1244525;1606
1244537;1606
1244566;1606
1244590;1035
1244760;1606
1244818;1606
1244820;1606
1244834;1330
1244836;1330
1244837;1606
1244840;1074
1244843;1152
1244844;1606
1244845;1606
1244851;1016
1244855;1606
1244856;1606
1244860;1606
1244861;1606
1244862;1606
1244864;1302
1244870;1606
1244875;1606
1244876;3110
1244878;1606
1244879;1606
1244880;1606
1244902;1318
1244904;1074
1245016;1116
1245020;1704
1245021;1704
1245022;1606
1245023;1704
1245024;1606
1245025;1704
1245130;1606
1245131;1606
1245741;1085
1245742;1079
1245968;1606
1245972;1606
1245993;1606
1246001;1606
1246099;1606
1246101;1606
1246102;1606
1246252;6824
1246255;1606
1246256;1606
1246272;1606
1246308;6516
1246337;1606
1246338;1606
1246361;1606
1246363;1606
1246513;1606
1246532;1606
1246533;1606
1246945;1606
1246946;1606
1246947;1606
1246951;1606
1246976;1606
1246977;1606
1246978;1606
1246979;1606
1246980;1606
1246981;1606
1246982;1606
1246996;1028
1247022;1606
1247023;1030
1247024;1030
1247025;1606
1247026;1606
1247540;1606
1247541;1606
1247542;1606
1247543;1606
1247544;1606
1247545;1606
1247546;1606
1247547;1606
1247549;1606
1247550;1606
1247551;4144
1247552;4144
1247553;4144
1247554;4144
1247555;1034
1247556;1034
1247557;1010
1247558;1010
1247669;1606
1247671;1606
1247672;1606
1247673;1606
1247674;1606
1247675;1606
1247676;1606
1247677;1606
1247678;1606
1247679;1606
1247680;1606
1247697;1606
1247732;1606
1247733;1606
1247734;1606
1247867;1320
1247868;1606
1247871;1606
1247872;1606
1247883;1606
1247885;1606
1247886;1606
1248062;1606
1248063;1606
1248064;1606
1248065;1606
1248066;1606
1248067;1606
1248068;1606
1248069;1606
1248070;1606
1248152;1606
1248157;1606
1248225;1606
1248277;1606
1248304;1606
1248306;1606
1248308;3012
1248309;1606
1248310;3012
1248311;1606
1248312;1606
1248328;1606
1248374;1320
1248377;1312
1248379;1312
1248380;1606
1248381;1606
1248382;1606
1248383;1606
1248384;1606
1248385;1606
1248386;1606
1248387;1606
1248388;1606
1248513;1606
1248514;1606
1248515;3034
1248517;1606
1248518;1124
1248546;1606
1248688;1606
1248701;1606
1248702;1606
1248704;6758
1248705;6758
1248706;6758
1248707;1606
1248708;1606
1248709;6758
1248710;1606
1248711;1606
1248712;1606
1248713;1606
1248714;1606
1248715;6758
1248716;6758
1248719;1606
1248720;1606
1248850;3102
1248851;1606
1248852;3102
1248853;1606
1248854;1606
1248855;3040
1248881;1062
1248882;3040
1248883;1606
1248884;3040
1248885;3040
1248886;1062
1248887;1078
1248890;1606
1248891;1606
1248892;1606
1248893;1606
1249154;1606
1249155;1606
1249156;1606
1249158;1606
1249357;1606
1249400;1606
1249405;1045
1249408;3028
1249409;1009
1249410;3028
1249412;3028
1249413;1009
1249420;1009
1249427;3022
1249443;1606
1249445;1046
1249515;1606
1249516;1009
1249517;1030
1249518;1028
1249520;1009
1249521;1030
1249522;1030
1249523;1606
1249525;1606
1249527;1009
1249559;1028
1249590;1606
1249626;1009
1249627;1030
1249628;1040
1249629;1606
1249630;1028
1249632;1009
1249634;1009
1249636;1009
1249637;1009
1249638;1606
1249639;1704
1249640;1704
1249641;1704
1249642;1704
1249643;1606
1249680;1606
1249682;1606
1249683;1606
1249684;1606
1249685;1606
1249686;1606
1249687;1606
1249707;1606
1249708;1025
1249723;1606
1249724;1025
1249725;1025
1249731;1606
1249732;1025
1249733;1025
1249734;1026
1249735;1026
1249736;1032
1249980;1606
1250074;1026
1250076;1086
1250077;1086
1250078;1606
1250079;1080
1250081;1094
1250082;1086
1250083;1086
1250098;1028
1250104;1122
1250130;1606
1250146;1120
1250147;4138
1250148;1028
1250149;1606
1250150;1028
1250151;1028
1250152;1028
1250153;1044
1250212;1044
1250236;1606
1250237;1044
1250238;1044
1250239;1044
